,Name,URL,Zone,Difficulty,Rating,Reviews
82,Chester Lake to Rummel Lake Trail,https://www.alltrails.com/explore/trail/canada/alberta/chester-lake-to-rummel-lake-trail?ref=result-card,Spray Valley Provincial Park,moderate,3,1
83,French Haig Robertson Ski Tour,https://www.alltrails.com/explore/trail/canada/alberta/ski-tour-french-haig-robertson?ref=result-card,Peter Lougheed Provincial Park,hard,4,1
0,Troll Falls,https://www.alltrails.com/explore/trail/canada/alberta/troll-falls?ref=result-card,"Municipal District of Bighorn No. 8, Alberta",easy,4.5,1840
1,Lillian Lake via Galatea Lakes Trail,https://www.alltrails.com/explore/trail/canada/alberta/galatea-creek-to-lillian-lake?ref=result-card,Spray Valley Provincial Park,moderate,4.5,981
2,Galatea Lakes Hike,https://www.alltrails.com/explore/trail/canada/alberta/galatea-lakes-hike?ref=result-card,Spray Valley Provincial Park,moderate,4.5,525
3,Nihahi Ridge Trail,https://www.alltrails.com/explore/trail/canada/alberta/nihahi-ridge-trail--3?ref=result-card,Little Elbow Provincial Recreation Area,hard,4.5,640
4,Grizzly Peak Trail,https://www.alltrails.com/explore/trail/canada/alberta/grizzly-peak-trail?ref=result-card,Peter Lougheed Provincial Park,hard,4.5,415
5,Opal Ridge,https://www.alltrails.com/explore/trail/canada/alberta/opal-ridge?ref=result-card,Elbow-Sheep Wildland Provincial Park,hard,4.5,403
6,Ribbon Creek Trail to Ribbon Lake Trail,https://www.alltrails.com/explore/trail/canada/alberta/ribbon-creek-trail-to-ribbon-lake-trail?ref=result-card,Evan-Thomas Provincial Recreation Area,hard,4.5,290
7,"Ribbon Creek, Kovach and Terrace Loop",https://www.alltrails.com/explore/trail/canada/alberta/ribbon-creek-loop--2?ref=result-card,Evan-Thomas Provincial Recreation Area,easy,4.5,446
8,Powderface Ridge Trail,https://www.alltrails.com/explore/trail/canada/alberta/powderface-ridge-trail?ref=result-card,Little Elbow Provincial Recreation Area,moderate,4.5,389
9,Ribbon Falls,https://www.alltrails.com/explore/trail/canada/alberta/ribbon-falls--2?ref=result-card,Evan-Thomas Provincial Recreation Area,moderate,4.5,350
10,Mount Allan via Centennial Ridge,https://www.alltrails.com/explore/trail/canada/alberta/mount-allan-via-centennial-ridge--2?ref=result-card,Evan-Thomas Provincial Recreation Area,hard,4.5,288
11,Wasootch Peak via Kananaskis Peak Route,https://www.alltrails.com/explore/trail/canada/alberta/wasootch-peak?ref=result-card,Kananaskis Country Public Land Use Zone,hard,4.5,331
12,Powderface East Ridge,https://www.alltrails.com/explore/trail/canada/alberta/powderface-east-ridge?ref=result-card,Elbow River Provincial Recreation Area,moderate,4.5,313
13,Troll Falls Trail to Stoney Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/troll-falls-trail-to-stoney-trail-loop?ref=result-card,Evan-Thomas Provincial Recreation Area,easy,4.5,269
14,Three Trail Pass to Powderface Ridge,https://www.alltrails.com/explore/trail/canada/alberta/three-trail-pass-to-powderface-ridge?ref=result-card,Little Elbow Provincial Recreation Area,moderate,4.5,125
15,Guinn's Pass Trail,https://www.alltrails.com/explore/trail/canada/alberta/guinns-pass?ref=result-card,Spray Valley Provincial Park,hard,4.5,101
16,Evan Thomas Creek Route Loop,https://www.alltrails.com/explore/trail/canada/alberta/evan-thomas-creek-route-loop?ref=result-card,Evan-Thomas Provincial Recreation Area,moderate,4.5,192
17,Ford Knoll Loop Trail,https://www.alltrails.com/explore/trail/canada/alberta/ford-knoll-loop-trail?ref=result-card,Little Elbow Provincial Recreation Area,moderate,4,170
18,Forgetmenot Mountain North Summit via Wildhorse Trail,https://www.alltrails.com/explore/trail/canada/alberta/forgetmenot-mountain-north-summit-via-wildhorse-trail?ref=result-card,Kananaskis Country Public Land Use Zone,hard,4.5,87
19,Forgetmenot Ridge Trail Via Wildhorse Trail,https://www.alltrails.com/explore/trail/canada/alberta/forgetmenot-ridge-trail-via-wildhorse-trail?ref=result-card,Little Elbow Provincial Recreation Area,hard,4,85
20,Wedge Pond Loop Trail,https://www.alltrails.com/explore/trail/canada/alberta/wedge-pond-loop-trail?ref=result-card,Spray Valley Provincial Park,easy,4,86
21,Mount Kidd Fire Lookout Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-kidd-fire-lookout-trail?ref=result-card,Evan-Thomas Provincial Recreation Area,hard,4,105
22,Hay Meadows and Troll Falls Loop,https://www.alltrails.com/explore/trail/canada/alberta/hay-meadows-and-troll-falls-loop?ref=result-card,"Kananaskis Improvement, Alberta",easy,4,159
23,Evan Thomas Trail,https://www.alltrails.com/explore/trail/canada/alberta/evan-thomas-trail--2?ref=result-card,Evan-Thomas Provincial Recreation Area,moderate,4,139
24,Memorial Lakes via Ribbon Creek and Wind Mountain Trail ,https://www.alltrails.com/explore/trail/canada/alberta/memorial-lakes-via-ribbon-creek-and-wind-mountain-trail?ref=result-card,Evan-Thomas Provincial Recreation Area,hard,4.5,57
25,The Wedge,https://www.alltrails.com/explore/trail/canada/alberta/the-wedge?ref=result-card,Spray Valley Provincial Park,hard,4.5,60
26,Old Baldy Ridge Trail,https://www.alltrails.com/explore/trail/canada/alberta/old-baldy-ridge-trail?ref=result-card,Spray Valley Provincial Park,hard,4,68
27,Coal Mine Trail,https://www.alltrails.com/explore/trail/canada/alberta/coal-mine-trail?ref=result-card,Evan-Thomas Provincial Recreation Area,easy,4.5,117
28,"Galatea Lakes Trail to Guinn's Pass, Ribbon Creek, and Kovach Trail",https://www.alltrails.com/explore/trail/canada/alberta/galatea-lakes-trail-to-guinns-pass-trail?ref=result-card,Spray Valley Provincial Park,hard,4.5,50
29,Elbow Loop Trail,https://www.alltrails.com/explore/trail/canada/alberta/elbow-loop-trail?ref=result-card,Little Elbow Provincial Recreation Area,moderate,4,49
30,Nihahi Creek Canyon,https://www.alltrails.com/explore/trail/canada/alberta/nihahi-creek-canyon?ref=result-card,Little Elbow Provincial Recreation Area,moderate,4,61
31,Big Elbow Trail,https://www.alltrails.com/explore/trail/canada/alberta/big-elbow-trail?ref=result-card,Little Elbow Provincial Recreation Area,moderate,4,67
32,Mount Bryant Lake,https://www.alltrails.com/explore/trail/canada/alberta/mount-bryant-lake?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,42
33,Terrace Trail to Mount Kidd,https://www.alltrails.com/explore/trail/canada/alberta/terrace-trail-to-mount-kidd?ref=result-card,Spray Valley Provincial Park,hard,4,29
34,Mount Glasgow Ridgewalk,https://www.alltrails.com/explore/trail/canada/alberta/mount-glasgow-ridgewalk?ref=result-card,Little Elbow Provincial Recreation Area,hard,4,24
35,Hummingbird Plume Lookout via Skogan Pass,https://www.alltrails.com/explore/trail/canada/alberta/hummingbird-plume-lookout-via-skogan-pass?ref=result-card,Evan-Thomas Provincial Recreation Area,hard,4,29
36,Mount Romulus,https://www.alltrails.com/explore/trail/canada/alberta/mount-romulus?ref=result-card,Little Elbow Provincial Recreation Area,hard,4,17
37,Memorial Lakes Trail,https://www.alltrails.com/explore/trail/canada/alberta/memorial-lakes-trail?ref=result-card,Evan-Thomas Provincial Recreation Area,hard,4.5,19
38,Mount Remus,https://www.alltrails.com/explore/trail/canada/alberta/mount-remus?ref=result-card,Little Elbow Provincial Recreation Area,hard,4.5,10
39,Bill Milne Bike Path,https://www.alltrails.com/explore/trail/canada/alberta/bill-milne-bike-path?ref=result-card,"Kananaskis Improvement, Alberta",moderate,4.5,50
40,Mount Bryant Loop,https://www.alltrails.com/explore/trail/canada/alberta/mount-bryant-loop?ref=result-card,Kananaskis Country Public Land Use Zone,hard,4.5,12
41,Terrace Trail,https://www.alltrails.com/explore/trail/canada/alberta/terrace-trail--4?ref=result-card,Evan-Thomas Provincial Recreation Area,moderate,4,39
42,Little Elbow Trail,https://www.alltrails.com/explore/trail/canada/alberta/little-elbow-trail?ref=result-card,Little Elbow Provincial Recreation Area,moderate,4.5,24
43,Evan Thomas Bike Path,https://www.alltrails.com/explore/trail/canada/alberta/evan-thomas-bike-path--2?ref=result-card,Evan-Thomas Provincial Recreation Area,moderate,4,38
44,Banded Peak and Outlaw Peak,https://www.alltrails.com/explore/trail/canada/alberta/banded-peak-and-outlaw-peak?ref=result-card,Little Elbow Provincial Recreation Area,hard,5,6
45,Wind Mountain,https://www.alltrails.com/explore/trail/canada/alberta/wind-mountain?ref=result-card,Evan-Thomas Provincial Recreation Area,hard,4.5,5
46,Mount Cornwall Route,https://www.alltrails.com/explore/trail/canada/alberta/mount-cornwall?ref=result-card,Little Elbow Provincial Recreation Area,hard,4.5,10
47,Opal Ridge Loop,https://www.alltrails.com/explore/trail/canada/alberta/opal-ridge-loop--2?ref=result-card,"Kananaskis Improvement, Alberta",hard,4,9
48,Mount Kidd South via Ribbon Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-kidd-south-peak?ref=result-card,Evan-Thomas Provincial Recreation Area,hard,4,5
49,Kananaskis Peak Trail,https://www.alltrails.com/explore/trail/canada/alberta/kananaskis-peak-trail?ref=result-card,Kananaskis Country Public Land Use Zone,hard,4,11
50,Kananaskis Falls,https://www.alltrails.com/explore/trail/canada/alberta/kananaskis-falls?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,5,8
51,Limestone Mountain from Wedge Pond,https://www.alltrails.com/explore/trail/canada/alberta/limestone-mountain-from-wedge-pond?ref=result-card,Spray Valley Provincial Park,hard,4,15
52,Mount Fullerton,https://www.alltrails.com/explore/trail/canada/alberta/mount-fullerton?ref=result-card,Little Elbow Provincial Recreation Area,hard,4.5,4
53,Trail Creek Connector (West),https://www.alltrails.com/explore/trail/canada/alberta/trail-creek-connector-west?ref=result-card,Little Elbow Provincial Recreation Area,easy,4.5,5
54,Little McDougall Volcano Peak via Old Baldy Trail ,https://www.alltrails.com/explore/trail/canada/alberta/little-mcdougall-volcano-peak-via-old-baldy-trail?ref=result-card,Spray Valley Provincial Park,hard,3,13
55,Wedge Pond,https://www.alltrails.com/explore/trail/canada/alberta/wedge-pond--2?ref=result-card,Spray Valley Provincial Park,easy,4,17
56,Grizzly Creek,https://www.alltrails.com/explore/trail/canada/alberta/grizzly-creek--2?ref=result-card,Peter Lougheed Provincial Park,easy,4,4
57,Canyon Creek Peaks Route Loop,https://www.alltrails.com/explore/trail/canada/alberta/canyon-creek-peaks-route-loop?ref=result-card,Kananaskis Country Public Land Use Zone,hard,4,5
58,Trail Creek Connector (East),https://www.alltrails.com/explore/trail/canada/alberta/trail-creek-connector-east?ref=result-card,Little Elbow Provincial Recreation Area,easy,4.5,7
59,Powderface North Route,https://www.alltrails.com/explore/trail/canada/alberta/powderface-north-route?ref=result-card,"Kananaskis Improvement, Alberta",moderate,4.5,16
60,Romulus Campground via Little Elbow,https://www.alltrails.com/explore/trail/canada/alberta/romulus-campground-via-little-elbow?ref=result-card,"Kananaskis Improvement, Alberta",moderate,4,19
61,Mount Lorette to Skogan Peak,https://www.alltrails.com/explore/trail/canada/alberta/mount-lorette-to-skogan-peak?ref=result-card,Evan-Thomas Provincial Recreation Area,hard,4.5,8
62,Forgetmenot Pond,https://www.alltrails.com/explore/trail/canada/alberta/forgetmenot-pond?ref=result-card,Elbow River Provincial Recreation Area,easy,4,8
63,Mount Lawson,https://www.alltrails.com/explore/trail/canada/alberta/mount-lawson?ref=result-card,Spray Valley Provincial Park,hard,4.5,4
64,Hummingbird Plume Lookout Loop via Troll Falls Trail,https://www.alltrails.com/explore/trail/canada/alberta/hummingbird-plume-lookout-loop-via-troll-falls-trail?ref=result-card,"Kananaskis Improvement, Alberta",moderate,4.5,20
65,Ribbon Peak,https://www.alltrails.com/explore/trail/canada/alberta/ribbon-peak?ref=result-card,Evan-Thomas Provincial Recreation Area,hard,4,4
66,Mount Bogart,https://www.alltrails.com/explore/trail/canada/alberta/mount-bogart?ref=result-card,Evan-Thomas Provincial Recreation Area,hard,4.5,2
67,Village Rim Trail,https://www.alltrails.com/explore/trail/canada/alberta/village-rim-trail?ref=result-card,Evan-Thomas Provincial Recreation Area,easy,4,13
68,Opal Ridge North Peak,https://www.alltrails.com/explore/trail/canada/alberta/opal-ridge-north-peak?ref=result-card,"Kananaskis Improvement, Alberta",hard,4,9
69,Guinn's Pass Loop,https://www.alltrails.com/explore/trail/canada/alberta/guinn-s-pass-loop?ref=result-card,Evan-Thomas Provincial Recreation Area,hard,5,2
70,Eau Claire Interpretive Trail,https://www.alltrails.com/explore/trail/canada/alberta/eau-claire-interpretive-trail?ref=result-card,Spray Valley Provincial Park,easy,3.5,7
71,Mount Kidd South via Galatea Lakes Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-kidd-south-via-galatea-lakes-trail?ref=result-card,Spray Valley Provincial Park,hard,4,6
72,Mount Howard,https://www.alltrails.com/explore/trail/canada/alberta/mount-howard?ref=result-card,Kananaskis Country Public Land Use Zone,hard,3.5,7
73,Ribbon Creek to Skogan Pass,https://www.alltrails.com/explore/trail/canada/alberta/ribbon-creek-to-skogan-pass?ref=result-card,Evan-Thomas Provincial Recreation Area,hard,3.5,8
74,Talus Lake,https://www.alltrails.com/explore/trail/canada/alberta/talus-lake?ref=result-card,Elbow River Provincial Recreation Area,hard,3.5,6
75,Mount Allan and Mount Collembola Loop,https://www.alltrails.com/explore/trail/canada/alberta/mount-allan-and-mount-collembola-loop?ref=result-card,Evan-Thomas Provincial Recreation Area,hard,5,1
76,Mary Barclay's Peak via Stoney Trail,https://www.alltrails.com/explore/trail/canada/alberta/stoney-trail?ref=result-card,Bow Valley Provincial Park,hard,4.5,2
77,Upper Canyon Creek and Canyon Creek Peaks Route Loop,https://www.alltrails.com/explore/trail/canada/alberta/upper-canyon-creek-and-canyon-creek-peaks-route-loop?ref=result-card,Elbow-Sheep Wildland Provincial Park,moderate,3.5,3
78,Kovach Trail,https://www.alltrails.com/explore/trail/canada/alberta/kovach-trail?ref=result-card,Evan-Thomas Provincial Recreation Area,moderate,4,13
79,Limestone Mountain from Rocky Creek,https://www.alltrails.com/explore/trail/canada/alberta/limestone-mountain-from-rocky-creek?ref=result-card,Spray Valley Provincial Park,hard,3.5,4
80,Fisher Peak,https://www.alltrails.com/explore/trail/canada/alberta/fisher-peak?ref=result-card,Spray Valley Provincial Park,hard,5,1
81,Guinns Pass Trail to Buller Pass Trail,https://www.alltrails.com/explore/trail/canada/alberta/guinns-pass-trail-to-buller-pass-trail?ref=result-card,Spray Valley Provincial Park,hard,5,1
82,Cougar Mountain,https://www.alltrails.com/explore/trail/canada/alberta/cougar-mountain?ref=result-card,Little Elbow Provincial Recreation Area,hard,3,1
83,Mount Threepoint and Mount Rose Loop,https://www.alltrails.com/explore/trail/canada/alberta/mount-threepoint-mount-rose?ref=result-card,Little Elbow Provincial Recreation Area,hard,4,1
84,Lost Lake Route,https://www.alltrails.com/explore/trail/canada/alberta/lost-lake?ref=result-card,Spray Valley Provincial Park,hard,1 Star,1
85,Spoon Needle Route,https://www.alltrails.com/explore/trail/canada/alberta/spoon-needle-route?ref=result-card,Spray Valley Provincial Park,hard,2.5,2
86,Ford Creek Trail (south),https://www.alltrails.com/explore/trail/canada/alberta/ford-creek-trail-south?ref=result-card,Little Elbow Provincial Recreation Area,hard,0,0
87,Mount Bryant Summit,https://www.alltrails.com/explore/trail/canada/alberta/mount-bryant-summit?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,4
88,"Terrace, Troll Falls, Coal Mine, Link, and Kovach",https://www.alltrails.com/explore/trail/canada/alberta/terrace-troll-falls-coal-mine-link-and-kovach?ref=result-card,Spray Valley Provincial Park,moderate,4,8
89,Canyon Creek,https://www.alltrails.com/explore/trail/canada/alberta/canyon-creek--2?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,3,1
90,Mount Glassgow to Banded Peak,https://www.alltrails.com/explore/trail/canada/alberta/mount-glassgow-to-banded-peak?ref=result-card,"Kananaskis Improvement, Alberta",hard,0,0
91,Mount Howard - South Side,https://www.alltrails.com/explore/trail/canada/alberta/mt-howard-south-route?ref=result-card,"Kananaskis Improvement, Alberta",hard,0,0
92,Mount McDougall via Old Baldy Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-macdougal-via-old-baldy?ref=result-card,Spray Valley Provincial Park,hard,1.5,3
93,Fortress Lake Trail [PRIVATE PROPERTY],https://www.alltrails.com/explore/trail/canada/alberta/fortress-lake-trail?ref=result-card,"Kananaskis Improvement, Alberta",hard,4,4
94,Mount Glasgow and Mount Cornwall via Little Elbow Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-glasgow-and-mount-cornwall-via-little-elbow-trail?ref=result-card,Little Elbow Provincial Recreation Area,moderate,0,0
0,Prairie Mountain,https://www.alltrails.com/explore/trail/canada/alberta/prairie-mountain-trail?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4.5,2150
1,Fullerton Loop Trail,https://www.alltrails.com/explore/trail/canada/alberta/fullterton-loop?ref=result-card,Elbow River Provincial Recreation Area,moderate,4,1348
2,White Buddha via Powderface Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/white-buddha-via-powderface-trail?ref=result-card,Elbow Falls Provincial Recreation Area,moderate,4.5,903
3,Canyon Creek Ice Cave Trail,https://www.alltrails.com/explore/trail/canada/alberta/canyon-creek-ice-cave-trail?ref=result-card,Elbow River Provincial Recreation Area,moderate,4.5,756
4,Moose Mountain Trail,https://www.alltrails.com/explore/trail/canada/alberta/moose-mountain-trail?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4.5,488
5,Powderface Creek and Prairie Creek Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/powderface-creek-and-prairie-creek-trail-loop?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,562
6,Prairie Mountain and Prairie Creek,https://www.alltrails.com/explore/trail/canada/alberta/prairie-mountain-w-prairie-creek-decent?ref=result-card,Kananaskis Country Public Land Use Zone,hard,4.5,380
7,Brown Lowery Provincial Park Perimeter Loop,https://www.alltrails.com/explore/trail/canada/alberta/brown-lowery-provincial-park-perimeter-loop?ref=result-card,Brown Lowery Provincial Park,easy,4,412
8,Mesa Butte,https://www.alltrails.com/explore/trail/canada/alberta/mesa-butte?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,295
9,Diamond T Loop,https://www.alltrails.com/explore/trail/canada/alberta/diamond-t-loop?ref=result-card,Elbow River Provincial Recreation Area,easy,4,318
10,Elbow Trail to Snagmore Loop,https://www.alltrails.com/explore/trail/canada/alberta/elbow-trail-to-snagmore-loop?ref=result-card,Elbow River Provincial Recreation Area,moderate,4,250
11,Sulphur Springs/Riverview Loop,https://www.alltrails.com/explore/trail/canada/alberta/sulphur-springs-riverview-loop?ref=result-card,Elbow River Provincial Recreation Area,moderate,4,204
12,Elbow Falls Loop,https://www.alltrails.com/explore/trail/canada/alberta/elbow-falls-loop?ref=result-card,Elbow Falls Provincial Recreation Area,easy,4,147
13,Elbow Valley Trail to Riverview Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/elbow-valley-trail-to-riverview-trail-loop?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,184
14,"Sugar Momma, Bobcat, and Fullerton Trails Loop",https://www.alltrails.com/explore/trail/canada/alberta/sugar-mamma-bobcat-fullerton?ref=result-card,Elbow Falls Provincial Recreation Area,moderate,4,147
15,Elbow Falls and Ridge ,https://www.alltrails.com/explore/trail/canada/alberta/elbow-falls-trail-and-ridge-hike?ref=result-card,Elbow Falls Provincial Recreation Area,easy,4,86
16,Powderface Creek Trail from the Elbow River,https://www.alltrails.com/explore/trail/canada/alberta/powderface-creek-trail-from-the-elbow-river?ref=result-card,Elbow River Provincial Recreation Area,moderate,4,146
17,Powderface East Ridge Trail,https://www.alltrails.com/explore/trail/canada/alberta/powderface-east-ridge-trail?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,102
18,Wild Rose Loop,https://www.alltrails.com/explore/trail/canada/alberta/wild-rose-loop?ref=result-card,Brown Lowery Provincial Park,easy,4.5,124
19,Paddy's Flat Riverview Trail,https://www.alltrails.com/explore/trail/canada/alberta/paddy-s-flat-riverview-trail?ref=result-card,Elbow River Provincial Recreation Area,easy,4,94
20,"Elbow, Sugar Daddy, Strange Brew, Bobcat and Fullerton Loop",https://www.alltrails.com/explore/trail/canada/alberta/elbow-sugar-daddy-strange-brew-bobcat-and-fullerton-loop?ref=result-card,Elbow River Provincial Recreation Area,moderate,4,116
21,Brown Lowry Old Mill Loop,https://www.alltrails.com/explore/trail/canada/alberta/brown-lowry-old-mill-loop?ref=result-card,Brown Lowery Provincial Park,moderate,4,99
22,Square and Mesa Butte via Mesa Grind Trail,https://www.alltrails.com/explore/trail/canada/alberta/square-and-mesa-butte-via-mesa-grind-trail?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4.5,112
23,Elbow Valley Riverview Trail,https://www.alltrails.com/explore/trail/canada/alberta/elbow-valley-riverview-trail?ref=result-card,Elbow River Provincial Recreation Area,easy,4,55
24,Moose Mountain Northeast Summit,https://www.alltrails.com/explore/trail/canada/alberta/moose-mountain-northeast-summit?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4.5,38
25,Prairie Link Trail Via Powderface Creek Trail,https://www.alltrails.com/explore/trail/canada/alberta/prairie-link-trail-via-powderface-creek-trail?ref=result-card,Elbow Falls Provincial Recreation Area,moderate,4,48
26,Sulphur Springs and Elbow Valley Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/sulphur-springs-and-elbow-valley-trail-loop?ref=result-card,Elbow River Provincial Recreation Area,moderate,4,64
27,"Prairie Mountain, Prairie Creek and Powderface Creek Trail Loop",https://www.alltrails.com/explore/trail/canada/alberta/prairie-mountain-prairie-creek-and-powderface-creek-trail-loop?ref=result-card,Elbow Falls Provincial Recreation Area,hard,4.5,46
28,Curley Sands Loop,https://www.alltrails.com/explore/trail/canada/alberta/curley-sands-trail-loop?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,43
29,Mustang Hills Route,https://www.alltrails.com/explore/trail/canada/alberta/mustang-hills-route--2?ref=result-card,Elbow River Provincial Recreation Area,easy,3.5,39
30,Ridgeback Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/ridgeback-trail-loop?ref=result-card,"Kananaskis Improvement, Alberta",moderate,4,53
31,Sulphur Springs Trail,https://www.alltrails.com/explore/trail/canada/alberta/sulphur-springs-trail?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,3.5,33
32,Mesa Bute via Mesa Traverse Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/mesa-bute-via-mesa-traverse-trail-loop?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,51
33,"Sugar Momma, Sugar Daddy, and Snagmore Loop",https://www.alltrails.com/explore/trail/canada/alberta/from-fullerton-sgr-momma-sgr-daddy-snagmore-clockwise?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,46
34,Mustang Hills East Summit Route,https://www.alltrails.com/explore/trail/canada/alberta/mustang-hills-east-summit-route?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,36
35,Mount Barwell,https://www.alltrails.com/explore/trail/canada/alberta/mount-barwell?ref=result-card,McLean Creek Public Land Use Zone,hard,4,11
36,Prairie Creek Trail to Powderface Creek Trail via Prairie Creek Crag Trail,https://www.alltrails.com/explore/trail/canada/alberta/prairie-creek-trail-to-powderface-creek-trail-via-prairie-creek-crag-trail?ref=result-card,Elbow Falls Provincial Recreation Area,easy,4,30
37,McLean Creek Off-Highway Vehicle Zone,https://www.alltrails.com/explore/trail/canada/alberta/mclean-creek-off-highway-vehicle-zone?ref=result-card,McLean Creek Public Land Use Zone,moderate,4.5,22
38,Death's Head Short Route,https://www.alltrails.com/explore/trail/canada/alberta/deaths-head-short-route?ref=result-card,Kananaskis Country Public Land Use Zone,easy,4,16
39,Tom Snow and Ridgeback Loop,https://www.alltrails.com/explore/trail/canada/alberta/tom-snow-and-ridgeback-loop?ref=result-card,Elbow River Provincial Recreation Area,moderate,4,27
40,Mustang Hills and Rainy Creek Falls ,https://www.alltrails.com/explore/trail/canada/alberta/mustang-hills-and-rainy-creek-falls?ref=result-card,Elbow River Provincial Recreation Area,moderate,3,12
41,Pneuma Loop,https://www.alltrails.com/explore/trail/canada/alberta/pneuma-loop?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4.5,20
42,Elbow Falls Trail,https://www.alltrails.com/explore/trail/canada/alberta/elbow-falls-trail--2?ref=result-card,Elbow Falls Provincial Recreation Area,easy,4,42
43,Fish Creek and Valley Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/fish-creek-and-valley-trail-loop?ref=result-card,McLean Creek Public Land Use Zone,moderate,4.5,5
44,Iron Springs Trail,https://www.alltrails.com/explore/trail/canada/alberta/iron-springs-trail?ref=result-card,Elbow River Provincial Recreation Area,moderate,4.5,13
45,"Snagmore, Boundary Ridge, Strange Brew, Bobcat, Ridgeback 2, and Tom Snow Loop",https://www.alltrails.com/explore/trail/canada/alberta/snagmore-boundary-ridge-strange-brew-bobcat-ridgeback-2-and-tom-snow-loop?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,12
46,"Fullerton, Bobcat, Strange Brew and Boundary Ridge Loop",https://www.alltrails.com/explore/trail/canada/alberta/fullerton-bobcat-strange-brew-and-boundary-ridge-loop?ref=result-card,Elbow Falls Provincial Recreation Area,hard,4,17
47,"Tom Snow, Ridgeback 2, Bobcat, Sugar Momma and Elbow Trail Loop",https://www.alltrails.com/explore/trail/canada/alberta/tom-snow-ridgeback-2-bobcat-sugar-momma-and-elbow-trail-loop?ref=result-card,"Kananaskis Improvement, Alberta",moderate,4,11
48,Elbow Valley Trail,https://www.alltrails.com/explore/trail/canada/alberta/elbow-valley-trail?ref=result-card,Elbow River Provincial Recreation Area,hard,3.5,12
49,Mesa Butte Back Door Trail,https://www.alltrails.com/explore/trail/canada/alberta/mesa-butte-back-door-trail?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,10
50,"Sulphur Springs, Hotlaps and Elbow Valley",https://www.alltrails.com/explore/trail/canada/alberta/sulphur-springs-hotlaps-and-elbow-valley?ref=result-card,Elbow River Provincial Recreation Area,moderate,3.5,12
51,Elbow Trail,https://www.alltrails.com/explore/trail/canada/alberta/elbow-trail?ref=result-card,Elbow River Provincial Recreation Area,moderate,3.5,7
52,Sinnot Hill via 9999 Trail ,https://www.alltrails.com/explore/trail/canada/alberta/sinnot-hill-via-9999-trail?ref=result-card,"Kananaskis Improvement, Alberta",easy,3,26
53,Prairie Creek Trail to Compression Ridge Route,https://www.alltrails.com/explore/trail/canada/alberta/prairie-creek-trail?ref=result-card,Kananaskis Country Public Land Use Zone,hard,4,7
54,Sulphur Springs and Pneuma Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/sulphur-springs-trail-pneuma?ref=result-card,Kananaskis Country Public Land Use Zone,moderate,4,11
55,McLean Creek to Valley Trail (OHV Route),https://www.alltrails.com/explore/trail/canada/alberta/mclean-creek-to-valley-trail?ref=result-card,McLean Creek Public Land Use Zone,moderate,4.5,3
56,"Tom Snow, Ridgeback and Snakes and Ladders Trails",https://www.alltrails.com/explore/trail/canada/alberta/tom-snow-ridgeback-and-snakes-and-ladders-trails?ref=result-card,"Kananaskis Improvement, Alberta",moderate,4,11
57,Quirk Creek & Wildhorse Trail,https://www.alltrails.com/explore/trail/canada/alberta/quirk-creek-wildhorse-trail?ref=result-card,Little Elbow Provincial Recreation Area,moderate,0,0
58,Fish Creek East,https://www.alltrails.com/explore/trail/canada/alberta/fish-creek-east?ref=result-card,McLean Creek Public Land Use Zone,hard,4,4
59,Canyon Creek to Elbow River,https://www.alltrails.com/explore/trail/canada/alberta/canyon-creek-to-elbow-river?ref=result-card,Elbow Falls Provincial Recreation Area,easy,5,2
