,Name,URL,Zone,Difficulty,Rating,Reviews,Elevation_gain_m,Traffic,Activities,Attractions,Suitabilities,Backpacking,Birdwatching,Camping,Fishing,Hiking,Horsebackriding,Mountainbiking,Naturetrips,Paddlesports,Roadbiking,Rockclimbing,Running,Scenicdriving,Skiing,Snowshoeing,Walking,Beach,Cave,Citywalk,Forest,Historicsite,Hotsprings,Lake,River,Views,Waterfall,Wildlife,Dogfriendly,Kidfriendly,Partiallypaved,Paved,Strollerfriendly,Wheelchairfriendly
145,Sir Donald Trail [CLOSED],https://www.alltrails.com/explore/trail/canada/british-columbia/sir-donald-trail?ref=result-card,Glacier National Park,hard,4.5,6,2020.82,lightly,"Backpacking, Hiking","River, Waterfall, Wildlife",,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
146,Avalanche Crest Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/avalanche-crest-trail--2?ref=result-card,Glacier National Park,moderate,5.0,1,894.89,lightly,"Hiking, Nature trips, Snowshoeing, Bird watching, Running","Forest, River, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
147,Video Peak [CLOSED],https://www.alltrails.com/explore/trail/canada/british-columbia/video-peak?ref=result-card,Glacier National Park,hard,4.0,4,1235.96,moderately,"Hiking, Nature trips, Bird watching","Forest, Views",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
148,Bladu Pass and Marriott Basin Trail [CLOSED],https://www.alltrails.com/explore/trail/canada/british-columbia/bladu-pass-and-marriott-basin-trail?ref=result-card,Glacier National Park,hard,5.0,1,1437.74,moderately,"Hiking, Nature trips, Bird watching","Forest, Views",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
149,Beaver River Trail [CLOSED],https://www.alltrails.com/explore/trail/canada/british-columbia/beaver-river-trail?ref=result-card,Glacier National Park,moderate,3.0,1,634.9,NA,"Hiking, Running","Forest, River, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
150,Gorman Lake Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/gorman-lake-trail?ref=result-card,Gorman Lake and Trail Recreation Site,moderate,4.5,39,309.98,NA,"Hiking, Walking, Running","Forest, Views",,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
151,Terminator Peak and Terminator 2 Peak Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/terminator-2-trail?ref=result-card,"Columbia-Shuswap A, British Columbia",easy,4.5,26,146.91,NA,"Hiking, Nature trips, Walking",Views,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
152,Quartz Lake via Quartz Creek Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/quartz-creek-trail-to-quartz-lake-bc?ref=result-card,"Golden, British Columbia",moderate,4.5,3,589.79,lightly,"Camping, Hiking, Bird watching","Forest, Lake, Views, Wildlife",,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
153,"Classic Short (CBT Mainline, Gold Rush, Mighty Quin, Take it Easy (#1)",https://www.alltrails.com/explore/trail/canada/british-columbia/cbt-classic-short-cbt-mainline-gold-rush-mighty-quin-take-it-easy-1?ref=result-card,"Golden, British Columbia",moderate,4.0,11,307.85,moderately,"Hiking, Mountain biking, Nature trips, Walking, Bird watching","Forest, Views",,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
154,Cedar Snag and North Star Loop,https://www.alltrails.com/explore/trail/canada/british-columbia/cedar-snag-17?ref=result-card,Moonraker Trails Recreation Site,moderate,4.0,4,229.82,moderately,"Hiking, Mountain biking, Nature trips, Walking, Bird watching","Forest, Views",,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
155,Columbia Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/columbia-trail?ref=result-card,Columbia Wetlands Wildlife Management Area,hard,2.0,1,744.93,NA,"Hiking, Nature trips, Bird watching, Running","Forest, River, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
156,Canyon Creek Loop,https://www.alltrails.com/explore/trail/canada/british-columbia/canyon-creek-loop?ref=result-card,Moonraker Trails Recreation Site,moderate,4.0,26,461.77,moderately,"Hiking, Mountain biking, Nature trips, Walking, Bird watching","Forest, Lake, Views",,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
157,Table Mountain and Navvy Peak,https://www.alltrails.com/explore/trail/canada/british-columbia/table-mountain-and-navvy-peak?ref=result-card,"Golden, British Columbia",hard,4.5,23,1452.98,lightly,"Backpacking, Hiking, Bird watching, Running","Forest, Views, Wildlife",Dog friendly,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0
158,"Moonrakers Classic Short (Arrowhead, Tonight Tequila, Tower Road, Bear Claw)",https://www.alltrails.com/explore/trail/canada/british-columbia/moonrakers-classic-short-arrowhead-tonight-tequila-tower-road-bear-claw?ref=result-card,Moonraker Trails Recreation Site,moderate,4.0,9,164.9,moderately,"Hiking, Mountain biking, Nature trips, Walking, Bird watching","Forest, Lake, Views",,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
159,Frenchman's Ridge,https://www.alltrails.com/explore/trail/canada/british-columbia/frenchman-s-ridge--2?ref=result-card,"Golden, British Columbia",moderate,3.0,17,370.94,lightly,"Hiking, Nature trips","Forest, Views",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
160,Take it Easy,https://www.alltrails.com/explore/trail/canada/british-columbia/take-it-easy?ref=result-card,Columbia Wetlands Wildlife Management Area,moderate,3.5,5,171.91,lightly,"Mountain biking, Walking","Forest, River, Views",,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
161,Cedar Camp Trail #15,https://www.alltrails.com/explore/trail/canada/british-columbia/cedar-camp-15?ref=result-card,Moonraker Trails Recreation Site,moderate,3.5,12,68.88,moderately,"Hiking, Mountain biking, Nature trips, Walking, Bird watching","Forest, Lake, Views",,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
162,Trans Canada Highway: Golden to Lake Louise,https://www.alltrails.com/explore/trail/canada/british-columbia/trans-canada-highway-golden-to-lake-louise?ref=result-card,Yoho National Park,moderate,4.0,3,2623.72,lightly,Scenic driving,Views,Kid friendly,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
163,Kobe's MTB Loop,https://www.alltrails.com/explore/trail/canada/british-columbia/kobe-s-mtb-loop?ref=result-card,"Golden, British Columbia",easy,4.0,5,198.73,moderately,"Hiking, Mountain biking, Nature trips","Forest, Wildlife",,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
164,"Moonrakers Kids Loop (Arrowhead, Barking Dog, Cedar Camp)",https://www.alltrails.com/explore/trail/canada/british-columbia/moonrakers-kids-loop-arrowhead-barking-dog-cedar-camp?ref=result-card,Moonraker Trails Recreation Site,moderate,4.0,7,86.87,moderately,"Hiking, Mountain biking, Nature trips, Walking, Bird watching","Forest, Lake, Views",,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
165,Cedar Camp to Barking Dog and Better than Boston,https://www.alltrails.com/explore/trail/canada/british-columbia/cedar-camp-to-barking-dog-and-better-than-boston?ref=result-card,Moonraker Trails Recreation Site,moderate,4.0,3,153.92,moderately,"Hiking, Mountain biking, Nature trips, Walking, Bird watching","Forest, Lake, Views",,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
166,Arrowhead (#12),https://www.alltrails.com/explore/trail/canada/british-columbia/arrowhead-12?ref=result-card,Moonraker Trails Recreation Site,moderate,4.0,4,147.83,moderately,"Hiking, Mountain biking, Nature trips, Walking, Bird watching","Forest, Views",,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
167,Moonrakers Classic: Medium Route,https://www.alltrails.com/explore/trail/canada/british-columbia/moonrakers-classic-medium-arrowhead-bear-claw-better-than-boston-barking-dog?ref=result-card,Moonraker Trails Recreation Site,moderate,3.0,2,286.82,moderately,"Camping, Mountain biking, Nature trips, Bird watching","Forest, Lake, Views, Wildlife",,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
168,Rotary Reflection Lake Loop,https://www.alltrails.com/explore/trail/canada/british-columbia/rotary-reflection-lake-loop?ref=result-card,Keith King Memorial Park,moderate,5.0,4,101.8,moderately,"Hiking, Nature trips, Walking, Running",Lake,,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
169,Mount 7 Summit,https://www.alltrails.com/explore/trail/canada/british-columbia/mount-7-summit--2?ref=result-card,Mount 7 North Ridge Recreation Site,hard,4.0,1,734.87,lightly,Hiking,"Forest, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
170,Canyon Creek Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/canyon-creek-trail?ref=result-card,Moonraker Trails Recreation Site,moderate,0.0,0,292.0,lightly,"Hiking, Mountain biking, Nature trips, Snowshoeing, Running","Forest, River, Views, Wildlife",,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0
171,Lake Agnes Trail,https://www.alltrails.com/explore/trail/canada/alberta/lake-agnes-trail?ref=result-card,Banff National Park,moderate,4.5,2507,434.95,heavily,"Hiking, Horseback riding, Nature trips, Snowshoeing, Bird watching, Running","Forest, Lake, River, Views, Waterfall, Wildlife, Historic site","Kid friendly, Partially paved",0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0
172,Plain of the Six Glaciers Trail,https://www.alltrails.com/explore/trail/canada/alberta/plain-of-the-six-glaciers-trail?ref=result-card,Banff National Park,moderate,4.5,1613,587.96,heavily,"Hiking, Horseback riding, Nature trips, Bird watching, Running","Forest, Lake, River, Views, Waterfall, Wildlife, Historic site","Kid friendly, Partially paved",0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0
173,The Big Beehive Trail,https://www.alltrails.com/explore/trail/canada/alberta/the-big-beehive-trail?ref=result-card,Banff National Park,hard,4.5,991,775.72,heavily,"Hiking, Nature trips, Snowshoeing, Bird watching, Running","Forest, Lake, Views, Wildlife",Partially paved,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
174,Devils Thumb Via Lake Agnes Trail,https://www.alltrails.com/explore/trail/canada/alberta/devils-thumb-via-lake-agnes-trail?ref=result-card,Banff National Park,hard,5.0,790,882.7,heavily,"Hiking, Nature trips, Snowshoeing, Running","Forest, Lake, River, Views, Waterfall, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
175,Lake Louise Lakefront Trail,https://www.alltrails.com/explore/trail/canada/alberta/lake-louise-lakefront-trail?ref=result-card,Banff National Park,easy,4.5,829,107.9,heavily,"Hiking, Snowshoeing, Walking, Bird watching, Running","Forest, Lake, Views, Waterfall, Wildlife, Historic site","Kid friendly, Partially paved",0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0
176,Emerald Lake Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/emerald-lake-trail?ref=result-card,Yoho National Park,moderate,4.5,490,379.78,heavily,"Hiking, Nature trips, Snowshoeing, Bird watching, Running","Forest, Lake, River, Views, Waterfall, Wildlife","Kid friendly, Partially paved",0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0
177,Little Beehive via Lake Agnes Trail,https://www.alltrails.com/explore/trail/canada/alberta/little-beehive-via-lake-agnes-trail?ref=result-card,Banff National Park,moderate,4.5,505,534.92,heavily,"Hiking, Nature trips, Walking, Bird watching","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
178,Beehive Circuit Trail,https://www.alltrails.com/explore/trail/canada/alberta/beehive-circuit-trail?ref=result-card,Banff National Park,moderate,4.5,311,850.7,heavily,"Hiking, Nature trips, Snowshoeing, Running","Forest, Lake, Views, Waterfall, Wildlife, Historic site",Partially paved,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0
179,Lake Agnes Trail to Plain of Six Glaciers Trail Loop,https://www.alltrails.com/explore/trail/canada/alberta/lake-agnes-trail-to-plain-of-six-glaciers-trail-loop?ref=result-card,Banff National Park,moderate,4.5,449,655.93,heavily,"Hiking, Nature trips, Bird watching","Forest, Lake, Views, Wildlife",Partially paved,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
180,Paradise Valley to Fairview Mountain Trail,https://www.alltrails.com/explore/trail/canada/alberta/paradise-valley-to-fairview-mountain-trail?ref=result-card,Banff National Park,hard,4.5,278,1011.94,heavily,"Hiking, Nature trips, Rock climbing, Bird watching, Running","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
181,Lake O'Hara and Lake Oesa Via Alpine Loop Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/lake-ohara-and-lake-oesa-via-alpine-loop-trail?ref=result-card,Yoho National Park,moderate,5.0,98,435.86,moderately,"Hiking, Nature trips, Walking, Bird watching","Forest, Lake, Views, Wildlife",Kid friendly,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
182,Emerald Lake Loop,https://www.alltrails.com/explore/trail/canada/british-columbia/emerald-lake-loop?ref=result-card,Yoho National Park,easy,4.5,361,114.91,heavily,"Hiking, Nature trips, Paddle sports, Walking, Running","Forest, Lake, Views, Wildlife",Kid friendly,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
183,Mount St. Piran,https://www.alltrails.com/explore/trail/canada/alberta/mount-st-piran?ref=result-card,Banff National Park,hard,4.5,230,917.75,moderately,"Hiking, Nature trips","Forest, Lake, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
184,The Teahouses Trail,https://www.alltrails.com/explore/trail/canada/alberta/teahouse-to-teahouse--2?ref=result-card,Banff National Park,moderate,4.5,111,1075.94,heavily,"Hiking, Nature trips, Walking","Forest, Lake, Views, Wildlife",Partially paved,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0
185,Lake O'Hara Alpine Circuit,https://www.alltrails.com/explore/trail/canada/british-columbia/lake-ohara-alpine-circuit?ref=result-card,Yoho National Park,moderate,5.0,73,885.75,moderately,"Backpacking, Camping, Hiking, Nature trips, Walking, Bird watching, Running","Forest, Lake, Views, Wildlife",,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
186,Fairview Lookout,https://www.alltrails.com/explore/trail/canada/alberta/fairview-lookout?ref=result-card,Banff National Park,moderate,4.5,399,164.9,heavily,"Hiking, Nature trips, Bird watching, Running","Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
187,"Teahouses via Plain of Six Glaciers, Highline, Big Beehive, and Lake Agnes Trails",https://www.alltrails.com/explore/trail/canada/alberta/teahouses-via-plain-of-six-glaciers-highline-big-beehive-and-lake-agnes-trails?ref=result-card,Banff National Park,hard,4.5,134,984.81,heavily,"Hiking, Nature trips, Bird watching","Forest, Lake, River, Views",Partially paved,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0
188,Paget Peak,https://www.alltrails.com/explore/trail/canada/british-columbia/paget-peak?ref=result-card,Yoho National Park,hard,4.5,172,961.95,moderately,"Hiking, Nature trips, Bird watching","Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
189,Sherbrooke Lake,https://www.alltrails.com/explore/trail/canada/british-columbia/sherbrooke-lake?ref=result-card,Yoho National Park,easy,4.5,156,247.8,moderately,"Hiking, Bird watching","Forest, Lake, Views, Wildlife",Kid friendly,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
190,Lake O'Hara Shoreline Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/lake-ohara-shoreline-trail?ref=result-card,Yoho National Park,moderate,5.0,52,53.95,moderately,"Hiking, Nature trips, Walking, Bird watching","Forest, Lake, Views, Wildlife",Kid friendly,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
191,Fairview Mountain Summit,https://www.alltrails.com/explore/trail/canada/alberta/fairview-mountain-summit--3?ref=result-card,Banff National Park,hard,5.0,87,1010.72,lightly,Hiking,"Forest, Lake, Views",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
192,Plain of Six Glaciers and the Beehive,https://www.alltrails.com/explore/trail/canada/alberta/plain-of-six-glaciers-the-beehive?ref=result-card,Banff National Park,hard,4.5,132,1139.95,heavily,"Hiking, Nature trips","Forest, Lake, Views, Wildlife",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
193,Swiss Tea House and Big Beehive via Lake Louise,https://www.alltrails.com/explore/trail/canada/alberta/swiss-tea-house-big-beehive-via-lake-louise?ref=result-card,Banff National Park,moderate,5.0,67,1121.97,heavily,"Backpacking, Hiking, Horseback riding, Nature trips","Forest, Lake, River, Views, Waterfall, Wildlife",,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0
194,Saddle Mountain Via Paradise Valley Trail,https://www.alltrails.com/explore/trail/canada/alberta/saddle-mountain-via-paradise-valley-trail?ref=result-card,Banff National Park,moderate,4.5,80,657.76,moderately,"Hiking, Mountain biking, Nature trips, Walking, Bird watching","Forest, Views",,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
195,Icefields Parkway Scenic Drive,https://www.alltrails.com/explore/trail/canada/alberta/icefields-parkway-trail?ref=result-card,Banff National Park,easy,5.0,50,3915.77,moderately,"Nature trips, Road biking, Scenic driving","Forest, River, Views",Kid friendly,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
196,Emerald Triangle,https://www.alltrails.com/explore/trail/canada/british-columbia/emerald-triangle?ref=result-card,Yoho National Park,hard,4.5,77,1097.89,moderately,"Fishing, Hiking, Nature trips, Snowshoeing, Bird watching, Running","Forest, Lake, Views, Wildlife",,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
197,Lake O'Hara Alpine Route and Opabin Lakes,https://www.alltrails.com/explore/trail/canada/british-columbia/lake-ohara-alpine-route-and-opabin-lakes?ref=result-card,Yoho National Park,hard,5.0,20,975.97,moderately,"Backpacking, Camping, Hiking, Nature trips, Bird watching","Forest, Lake, Views, Wildlife, Historic site",,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0
198,Lake Oesa Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/lake-oesa-trail?ref=result-card,Yoho National Park,moderate,5.0,19,722.99,moderately,"Hiking, Bird watching","Forest, Lake, Views, Wildlife",Kid friendly,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
199,Lake McArthur and Big Larches Loop Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/lake-mcarthur-big-larches-loop?ref=result-card,Yoho National Park,easy,4.5,31,365.76,moderately,"Hiking, Nature trips, Walking, Running","Forest, Lake, Views, Wildlife",Kid friendly,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0
200,Paget Lookout and Sherbrooke Lake,https://www.alltrails.com/explore/trail/canada/british-columbia/paget-lookout-and-sherbrooke-lake?ref=result-card,Yoho National Park,moderate,4.5,71,580.95,NA,"Hiking, Nature trips","Lake, Views",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
201,Lake O'Hara Alpine Trail,https://www.alltrails.com/explore/trail/canada/british-columbia/lake-ohara-alpine-trial?ref=result-card,Yoho National Park,hard,5.0,13,539.8,moderately,"Hiking, Nature trips, Bird watching","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
202,Lake O'Hara Fire Road,https://www.alltrails.com/explore/trail/canada/british-columbia/lake-ohara-fire-road?ref=result-card,Yoho National Park,moderate,4.5,126,1280.77,moderately,"Hiking, Nature trips, Snowshoeing, Walking, Bird watching, Running","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
203,Emerald Peak Loop,https://www.alltrails.com/explore/trail/canada/british-columbia/emerald-peak-loop--3?ref=result-card,Yoho National Park,hard,4.5,32,1259.74,moderately,"Hiking, Running","Cave, Forest, Lake, River, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
204,Mount Saint Piran Loop Trail,https://www.alltrails.com/explore/trail/canada/alberta/mount-saint-piran-loop-trail?ref=result-card,Banff National Park,hard,4.5,41,947.93,moderately,"Hiking, Nature trips, Bird watching","Forest, Lake, River, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0
205,Lake Oesa and Lake O'Hara,https://www.alltrails.com/explore/trail/canada/british-columbia/hike-from-lake-ohara-to-lake-oesa?ref=result-card,Yoho National Park,moderate,5.0,50,300.84,moderately,"Hiking, Nature trips, Bird watching, Running","Forest, Lake, Views, Waterfall, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0
206,A Walk in the Past,https://www.alltrails.com/explore/trail/canada/british-columbia/a-walk-in-the-past?ref=result-card,Yoho National Park,easy,4.0,40,109.73,lightly,"Hiking, Walking, Bird watching","Forest, River, Views, Wildlife",Kid friendly,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0
207,Mount Niles and Niles Meadows,https://www.alltrails.com/explore/trail/canada/british-columbia/niles-meadows?ref=result-card,Yoho National Park,hard,4.5,39,1527.96,lightly,"Backpacking, Hiking, Running","Lake, Views",,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
208,East and West Opabin Lake Loop,https://www.alltrails.com/explore/trail/canada/british-columbia/east-and-west-opabin-lake-loop?ref=result-card,Yoho National Park,moderate,5.0,24,342.9,moderately,"Hiking, Nature trips, Walking, Bird watching","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
209,Devil's Thumb to The Big Beehive,https://www.alltrails.com/explore/trail/canada/alberta/devil-s-thumb-to-the-big-beehive?ref=result-card,"Lake Louise, Alberta",hard,5.0,9,1031.75,NA,Hiking,"Forest, Lake, Views, Wildlife",,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
210,Abbott Pass Hut and Lake Oesa,https://www.alltrails.com/explore/trail/canada/british-columbia/abbott-pass-hut-and-lake-oesa?ref=result-card,Yoho National Park,hard,5.0,10,1362.76,moderately,"Hiking, Nature trips, Bird watching","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
211,Opabin Plateau and Lake O'Hara,https://www.alltrails.com/explore/trail/canada/british-columbia/opabin-plateau-and-lake-ohara?ref=result-card,Yoho National Park,moderate,5.0,23,372.77,NA,"Camping, Hiking, Walking, Bird watching","Lake, Views, Wildlife",,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
212,Emerald Lake to Takakkaw Falls,https://www.alltrails.com/explore/trail/canada/british-columbia/emerald-lake-to-takakkaw-falls?ref=result-card,Yoho National Park,moderate,5.0,18,703.78,NA,"Hiking, Nature trips, Walking","Forest, Lake, Views",,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
213,"Lake O'Hara, Schaffer Lake, McArthur Lake and Odaray Grandview",https://www.alltrails.com/explore/trail/canada/british-columbia/lake-ohara-schaffer-lake-mcarthur-lake-and-odaray-grandview?ref=result-card,Yoho National Park,moderate,5.0,12,666.9,moderately,"Hiking, Nature trips, Walking, Bird watching","Forest, Lake, Views, Wildlife",,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
